"RprtDt","StateCd","NDISDsbltyGrpNm","ICDDsbltyNm","Primary","Reported","Secondary"
2021-09-30,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","84","74-84"
2021-09-30,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2021-09-30,"NT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","16","6-16"
2021-09-30,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","15","5-15"
2021-09-30,"NT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-09-30,"NT","Psychosocial disability","F99 - Other psychosocial disorders","47","169","122"
2021-09-30,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2021-09-30,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2021-09-30,"OT","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2021-09-30,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2021-09-30,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2021-09-30,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","101","91-101"
2021-09-30,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","77","67-77"
2021-09-30,"QLD","Psychosocial disability","F20 - Schizophrenia","5116","6151","1035"
2021-09-30,"QLD","Psychosocial disability","F25.9 - Schizoaffective Disorder","320","357","37"
2021-09-30,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","933","1708","775"
2021-09-30,"QLD","Psychosocial disability","F32 - Major depressive illness","815","2715","1900"
2021-09-30,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","207","5206","4999"
2021-09-30,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","39","539","500"
2021-09-30,"QLD","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","338","738","400"
2021-09-30,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","338","835","497"
2021-09-30,"QLD","Psychosocial disability","F95.2 - Tourette syndrome","<11","43","33-43"
2021-09-30,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1261","4982","3721"
2021-09-30,"QLD","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-09-30,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","22","12-22"
2021-09-30,"SA","Psychosocial disability","F19 - Other substance dependency","<11","25","15-25"
2021-09-30,"SA","Psychosocial disability","F20 - Schizophrenia","1704","2105","401"
2021-09-30,"SA","Psychosocial disability","F25.9 - Schizoaffective Disorder","122","142","20"
2021-09-30,"SA","Psychosocial disability","F31 - Bipolar affective disorder","217","514","297"
2021-09-30,"SA","Psychosocial disability","F32 - Major depressive illness","164","617","453"
2021-09-30,"SA","Psychosocial disability","F41 - Other Anxiety disorders","63","1310","1247"
2021-09-30,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","15","140","125"
2021-09-30,"SA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","78","164","86"
2021-09-30,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","125","311","186"
2021-09-30,"SA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-09-30,"SA","Psychosocial disability","F99 - Other psychosocial disorders","427","1744","1317"
2021-09-30,"SA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-09-30,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-09-30,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-09-30,"TAS","Psychosocial disability","F20 - Schizophrenia","506","603","97"
2021-09-30,"TAS","Psychosocial disability","F25.9 - Schizoaffective Disorder","20","24","4"
2021-09-30,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","77","160","83"
2021-09-30,"TAS","Psychosocial disability","F32 - Major depressive illness","55","174","119"
2021-09-30,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","25","448","423"
2021-09-30,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","14","82","68"
2021-09-30,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","27","62","35"
2021-09-30,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","44","94","50"
2021-09-30,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-09-30,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","144","531","387"
2021-09-30,"TAS","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-09-30,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","141","131-141"
2021-09-30,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","155","145-155"
2021-09-30,"VIC","Psychosocial disability","F20 - Schizophrenia","6847","8392","1545"
2021-09-30,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","481","560","79"
2021-09-30,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1653","2836","1183"
2021-09-30,"VIC","Psychosocial disability","F32 - Major depressive illness","1680","4668","2988"
2021-09-30,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","747","7950","7203"
2021-09-30,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","90","691","601"
2021-09-30,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","367","932","565"
2021-09-30,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","869","1721","852"
2021-09-30,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","36","26-36"
2021-09-30,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4126","10115","5989"
2021-09-30,"VIC","Psychosocial disability","R63 - Anorexia","<11","16","6-16"
2021-09-30,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","28","18-28"
2021-09-30,"WA","Psychosocial disability","F19 - Other substance dependency","<11","25","15-25"
2021-09-30,"WA","Psychosocial disability","F20 - Schizophrenia","2238","2556","318"
2021-09-30,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","143","173","30"
2021-09-30,"WA","Psychosocial disability","F31 - Bipolar affective disorder","368","655","287"
2021-09-30,"WA","Psychosocial disability","F32 - Major depressive illness","305","931","626"
2021-09-30,"WA","Psychosocial disability","F41 - Other Anxiety disorders","118","1673","1555"
2021-09-30,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","19","191","172"
2021-09-30,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","120","300","180"
2021-09-30,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","146","309","163"
2021-09-30,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","24","14-24"
2021-09-30,"WA","Psychosocial disability","F99 - Other psychosocial disorders","719","2007","1288"
2021-09-30,"WA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
